Date_Time (GMT), Event, Speed (cm/sec)
2022-05-26 20:17, flood,49
2022-05-26 22:14, slack,-
2022-05-27 01:03, ebb,-29
2022-05-27 02:26, slack,-
2022-05-27 08:41, flood,48
2022-05-27 10:38, slack,-
2022-05-27 13:09, ebb,-27
2022-05-27 14:38, slack,-
2022-05-27 21:11, flood,50
2022-05-27 23:02, slack,-
2022-05-28 01:51, ebb,-30
2022-05-28 03:14, slack,-
2022-05-28 09:35, flood,50
2022-05-28 11:26, slack,-
2022-05-28 13:45, ebb,-27
2022-05-28 15:26, slack,-
2022-05-28 21:59, flood,48
2022-05-28 23:50, slack,-
2022-05-29 02:27, ebb,-31
2022-05-29 04:02, slack,-
2022-05-29 10:17, flood,51
2022-05-29 12:14, slack,-
2022-05-29 14:15, ebb,-27
2022-05-29 16:08, slack,-
2022-05-29 22:41, flood,46
2022-05-30 00:32, slack,-
2022-05-30 03:03, ebb,-31
2022-05-30 04:44, slack,-
2022-05-30 11:05, flood,49
2022-05-30 13:02, slack,-
2022-05-30 14:51, ebb,-27
2022-05-30 16:50, slack,-
2022-05-30 23:17, flood,42
2022-05-31 01:14, slack,-
2022-05-31 03:21, ebb,-30
2022-05-31 05:32, slack,-
2022-05-31 11:47, flood,47
2022-05-31 13:50, slack,-
2022-05-31 15:27, ebb,-27
2022-05-31 17:32, slack,-
2022-05-31 22:35, flood,37
2022-06-01 01:56, slack,-
2022-06-01 03:45, ebb,-30
2022-06-01 06:14, slack,-
2022-06-01 12:29, flood,43
2022-06-01 14:32, slack,-
2022-06-01 16:03, ebb,-26
2022-06-01 18:14, slack,-
2022-06-01 22:59, flood,37
2022-06-02 02:38, slack,-
2022-06-02 04:21, ebb,-29
2022-06-02 06:56, slack,-
2022-06-02 13:05, flood,40
2022-06-02 15:14, slack,-
2022-06-02 16:45, ebb,-26
2022-06-02 18:56, slack,-
2022-06-02 23:35, flood,36
2022-06-03 03:20, slack,-
2022-06-03 05:03, ebb,-29
2022-06-03 07:38, slack,-
2022-06-03 12:53, flood,38
2022-06-03 15:56, slack,-
2022-06-03 17:27, ebb,-26
2022-06-03 19:38, slack,-
2022-06-04 00:23, flood,35
2022-06-04 04:02, slack,-
2022-06-04 05:45, ebb,-29
2022-06-04 08:20, slack,-
2022-06-04 13:29, flood,37
2022-06-04 16:44, slack,-
2022-06-04 18:09, ebb,-26
2022-06-04 20:26, slack,-
2022-06-05 01:11, flood,35
2022-06-05 04:44, slack,-
2022-06-05 06:27, ebb,-28
2022-06-05 09:08, slack,-
2022-06-05 14:05, flood,37
2022-06-05 17:26, slack,-
2022-06-05 18:57, ebb,-26
2022-06-05 21:14, slack,-
2022-06-06 02:05, flood,36
2022-06-06 05:26, slack,-
2022-06-06 07:15, ebb,-28
2022-06-06 09:50, slack,-
2022-06-06 14:47, flood,38
2022-06-06 18:08, slack,-
2022-06-06 19:39, ebb,-26
2022-06-06 22:08, slack,-
2022-06-07 02:53, flood,38
2022-06-07 06:14, slack,-
2022-06-07 07:57, ebb,-28
2022-06-07 10:38, slack,-
2022-06-07 15:29, flood,40
2022-06-07 18:56, slack,-
2022-06-07 20:27, ebb,-26
2022-06-07 22:56, slack,-
2022-06-08 03:41, flood,39
2022-06-08 07:02, slack,-
2022-06-08 08:51, ebb,-28
2022-06-08 11:26, slack,-
2022-06-08 16:11, flood,42
2022-06-08 19:44, slack,-
2022-06-08 21:21, ebb,-27
2022-06-08 23:50, slack,-
2022-06-09 04:29, flood,41
2022-06-09 07:56, slack,-
2022-06-09 09:45, ebb,-28
2022-06-09 12:08, slack,-
2022-06-09 16:59, flood,44
2022-06-09 20:32, slack,-
2022-06-09 22:15, ebb,-29
2022-06-10 00:38, slack,-
2022-06-10 05:23, flood,42
2022-06-10 08:50, slack,-
2022-06-10 10:39, ebb,-29
2022-06-10 12:56, slack,-
2022-06-10 17:47, flood,47
2022-06-10 21:20, slack,-
2022-06-10 23:09, ebb,-31
2022-06-11 01:32, slack,-
2022-06-11 06:17, flood,44
2022-06-11 09:50, slack,-
2022-06-11 11:33, ebb,-31
2022-06-11 13:44, slack,-
2022-06-11 18:35, flood,49
2022-06-11 22:14, slack,-
2022-06-12 00:03, ebb,-34
2022-06-12 02:20, slack,-
2022-06-12 07:11, flood,46
2022-06-12 10:44, slack,-
2022-06-12 12:27, ebb,-32
2022-06-12 14:32, slack,-
2022-06-12 19:29, flood,50
2022-06-12 23:02, slack,-
2022-06-13 00:57, ebb,-37
2022-06-13 03:14, slack,-
2022-06-13 08:11, flood,47
2022-06-13 11:44, slack,-
2022-06-13 13:21, ebb,-33
2022-06-13 15:20, slack,-
2022-06-13 20:23, flood,51
2022-06-13 23:56, slack,-
2022-06-14 01:45, ebb,-38
2022-06-14 04:08, slack,-
2022-06-14 09:17, flood,49
2022-06-14 12:38, slack,-
2022-06-14 14:15, ebb,-34
2022-06-14 16:14, slack,-
2022-06-14 21:17, flood,51
2022-06-15 00:50, slack,-
2022-06-15 02:39, ebb,-39
2022-06-15 05:02, slack,-
2022-06-15 10:17, flood,49
2022-06-15 13:32, slack,-
2022-06-15 15:09, ebb,-34
2022-06-15 17:08, slack,-
2022-06-15 22:11, flood,50
2022-06-16 01:44, slack,-
2022-06-16 03:33, ebb,-39
2022-06-16 05:56, slack,-
2022-06-16 11:23, flood,49
2022-06-16 14:26, slack,-
2022-06-16 15:57, ebb,-33
2022-06-16 18:02, slack,-
2022-06-16 23:11, flood,48
2022-06-17 02:38, slack,-
2022-06-17 04:21, ebb,-38
2022-06-17 06:50, slack,-
2022-06-17 12:59, flood,48
2022-06-17 15:20, slack,-
2022-06-17 16:51, ebb,-32
2022-06-17 19:02, slack,-
2022-06-18 00:17, flood,45
2022-06-18 03:32, slack,-
2022-06-18 05:15, ebb,-36
2022-06-18 07:44, slack,-
2022-06-18 14:11, flood,48
2022-06-18 16:14, slack,-
2022-06-18 17:45, ebb,-31
2022-06-18 20:02, slack,-
2022-06-19 01:47, flood,43
2022-06-19 04:26, slack,-
2022-06-19 06:03, ebb,-34
2022-06-19 08:44, slack,-
2022-06-19 15:05, flood,48
2022-06-19 17:08, slack,-
2022-06-19 18:39, ebb,-29
2022-06-19 21:08, slack,-
2022-06-20 03:05, flood,42
2022-06-20 05:26, slack,-
2022-06-20 06:57, ebb,-31
2022-06-20 09:44, slack,-
2022-06-20 16:05, flood,48
2022-06-20 18:08, slack,-
2022-06-20 19:33, ebb,-27
2022-06-20 22:14, slack,-
2022-06-21 04:11, flood,42
2022-06-21 06:20, slack,-
2022-06-21 07:51, ebb,-28
2022-06-21 10:44, slack,-
2022-06-21 16:59, flood,47
2022-06-21 19:02, slack,-
2022-06-21 20:39, ebb,-25
2022-06-21 23:14, slack,-
2022-06-22 05:17, flood,42
2022-06-22 07:20, slack,-
2022-06-22 08:51, ebb,-25
2022-06-22 11:38, slack,-
2022-06-22 17:59, flood,46
2022-06-22 19:56, slack,-
2022-06-22 22:57, ebb,-25
2022-06-23 00:14, slack,-
2022-06-23 06:17, flood,42
2022-06-23 08:20, slack,-
2022-06-23 10:09, ebb,-24
2022-06-23 12:32, slack,-
2022-06-23 18:53, flood,45
2022-06-23 20:50, slack,-
2022-06-23 23:57, ebb,-27
2022-06-24 01:08, slack,-
2022-06-24 07:17, flood,43
2022-06-24 09:14, slack,-
2022-06-24 12:03, ebb,-24
2022-06-24 13:20, slack,-
2022-06-24 19:47, flood,44
2022-06-24 21:44, slack,-
2022-06-25 00:45, ebb,-28
2022-06-25 02:02, slack,-
2022-06-25 08:17, flood,44
2022-06-25 10:08, slack,-
2022-06-25 12:45, ebb,-24
2022-06-25 14:08, slack,-
2022-06-25 20:41, flood,43
2022-06-25 22:32, slack,-
2022-06-26 01:27, ebb,-29
2022-06-26 02:50, slack,-
2022-06-26 09:11, flood,46
2022-06-26 11:02, slack,-
2022-06-26 13:27, ebb,-24
2022-06-26 14:50, slack,-
2022-06-26 21:29, flood,42
2022-06-26 23:20, slack,-
2022-06-27 02:09, ebb,-29
2022-06-27 03:38, slack,-
2022-06-27 09:59, flood,47
2022-06-27 11:50, slack,-
2022-06-27 13:51, ebb,-25
2022-06-27 15:38, slack,-
2022-06-27 22:11, flood,40
2022-06-28 00:02, slack,-
2022-06-28 02:45, ebb,-29
2022-06-28 04:20, slack,-
2022-06-28 10:41, flood,47
2022-06-28 12:38, slack,-
2022-06-28 14:21, ebb,-25
2022-06-28 16:20, slack,-
2022-06-28 22:47, flood,38
2022-06-29 00:44, slack,-
2022-06-29 02:51, ebb,-29
2022-06-29 05:02, slack,-
2022-06-29 11:17, flood,45
2022-06-29 13:20, slack,-
2022-06-29 14:57, ebb,-26
2022-06-29 17:02, slack,-
2022-06-29 21:53, flood,37
2022-06-30 01:26, slack,-
2022-06-30 03:15, ebb,-29
2022-06-30 05:44, slack,-
2022-06-30 11:53, flood,42
2022-06-30 14:02, slack,-
2022-06-30 15:33, ebb,-26
2022-06-30 17:44, slack,-
2022-06-30 22:29, flood,39
2022-07-01 02:08, slack,-
2022-07-01 03:51, ebb,-30
2022-07-01 06:26, slack,-
2022-07-01 11:35, flood,40
2022-07-01 14:44, slack,-
2022-07-01 16:15, ebb,-27
2022-07-01 18:26, slack,-
2022-07-01 23:05, flood,40
2022-07-02 02:50, slack,-
2022-07-02 04:33, ebb,-31
2022-07-02 07:02, slack,-
2022-07-02 11:59, flood,40
2022-07-02 15:26, slack,-
2022-07-02 16:57, ebb,-28
2022-07-02 19:08, slack,-
2022-07-02 23:53, flood,40
2022-07-03 03:26, slack,-
2022-07-03 05:15, ebb,-31
2022-07-03 07:44, slack,-
2022-07-03 12:41, flood,41
2022-07-03 16:08, slack,-
2022-07-03 17:39, ebb,-28
2022-07-03 19:50, slack,-
2022-07-04 00:41, flood,40
2022-07-04 04:08, slack,-
2022-07-04 05:57, ebb,-32
2022-07-04 08:20, slack,-
2022-07-04 13:23, flood,42
2022-07-04 16:50, slack,-
2022-07-04 18:21, ebb,-29
2022-07-04 20:32, slack,-
2022-07-05 01:29, flood,41
2022-07-05 04:50, slack,-
2022-07-05 06:45, ebb,-32
2022-07-05 09:08, slack,-
2022-07-05 14:11, flood,43
2022-07-05 17:32, slack,-
2022-07-05 19:09, ebb,-29
2022-07-05 21:26, slack,-
2022-07-06 02:23, flood,41
2022-07-06 05:38, slack,-
2022-07-06 07:27, ebb,-32
2022-07-06 09:50, slack,-
2022-07-06 14:53, flood,45
2022-07-06 18:14, slack,-
2022-07-06 19:57, ebb,-30
2022-07-06 22:20, slack,-
2022-07-07 03:11, flood,42
2022-07-07 06:26, slack,-
2022-07-07 08:21, ebb,-31
2022-07-07 10:38, slack,-
2022-07-07 15:41, flood,46
2022-07-07 19:02, slack,-
2022-07-07 20:51, ebb,-30
2022-07-07 23:14, slack,-
2022-07-08 04:05, flood,42
2022-07-08 07:20, slack,-
2022-07-08 09:15, ebb,-30
2022-07-08 11:26, slack,-
2022-07-08 16:23, flood,47
2022-07-08 19:56, slack,-
2022-07-08 21:45, ebb,-31
2022-07-09 00:08, slack,-
2022-07-09 04:59, flood,42
2022-07-09 08:20, slack,-
2022-07-09 10:09, ebb,-29
2022-07-09 12:20, slack,-
2022-07-09 17:17, flood,47
2022-07-09 20:50, slack,-
2022-07-09 22:39, ebb,-32
2022-07-10 01:08, slack,-
2022-07-10 05:53, flood,42
2022-07-10 09:26, slack,-
2022-07-10 11:09, ebb,-29
2022-07-10 13:14, slack,-
2022-07-10 18:05, flood,47
2022-07-10 21:44, slack,-
2022-07-10 23:39, ebb,-34
2022-07-11 02:02, slack,-
2022-07-11 06:53, flood,43
2022-07-11 10:26, slack,-
2022-07-11 12:03, ebb,-30
2022-07-11 14:08, slack,-
2022-07-11 19:05, flood,47
2022-07-11 22:44, slack,-
2022-07-12 00:33, ebb,-35
2022-07-12 03:02, slack,-
2022-07-12 08:05, flood,44
2022-07-12 11:26, slack,-
2022-07-12 13:03, ebb,-31
2022-07-12 15:02, slack,-
2022-07-12 20:05, flood,48
2022-07-12 23:38, slack,-
2022-07-13 01:27, ebb,-37
2022-07-13 03:56, slack,-
2022-07-13 09:47, flood,47
2022-07-13 12:20, slack,-
2022-07-13 13:57, ebb,-32
2022-07-13 16:02, slack,-
2022-07-13 21:11, flood,48
2022-07-14 00:32, slack,-
2022-07-14 02:21, ebb,-37
2022-07-14 04:50, slack,-
2022-07-14 10:59, flood,50
2022-07-14 13:14, slack,-
2022-07-14 14:51, ebb,-32
2022-07-14 16:56, slack,-
2022-07-14 22:17, flood,49
2022-07-15 01:26, slack,-
2022-07-15 03:15, ebb,-37
2022-07-15 05:44, slack,-
2022-07-15 11:59, flood,52
2022-07-15 14:08, slack,-
2022-07-15 15:45, ebb,-33
2022-07-15 17:56, slack,-
2022-07-15 23:17, flood,48
2022-07-16 02:20, slack,-
2022-07-16 04:09, ebb,-37
2022-07-16 06:38, slack,-
2022-07-16 12:59, flood,52
2022-07-16 15:02, slack,-
2022-07-16 16:39, ebb,-32
2022-07-16 18:50, slack,-
2022-07-17 00:41, flood,47
2022-07-17 03:14, slack,-
2022-07-17 04:57, ebb,-35
2022-07-17 07:32, slack,-
2022-07-17 13:53, flood,52
2022-07-17 15:56, slack,-
2022-07-17 17:27, ebb,-31
2022-07-17 19:44, slack,-
2022-07-18 01:59, flood,46
2022-07-18 04:08, slack,-
2022-07-18 05:45, ebb,-33
2022-07-18 08:20, slack,-
2022-07-18 14:47, flood,50
2022-07-18 16:50, slack,-
2022-07-18 18:21, ebb,-29
2022-07-18 20:44, slack,-
2022-07-19 02:59, flood,45
2022-07-19 05:02, slack,-
2022-07-19 06:39, ebb,-31
2022-07-19 09:20, slack,-
2022-07-19 15:41, flood,48
2022-07-19 17:38, slack,-
2022-07-19 19:15, ebb,-27
2022-07-19 21:50, slack,-
2022-07-20 03:53, flood,43
2022-07-20 05:56, slack,-
2022-07-20 07:27, ebb,-28
2022-07-20 10:14, slack,-
2022-07-20 16:35, flood,45
2022-07-20 18:32, slack,-
2022-07-20 20:09, ebb,-25
2022-07-20 22:50, slack,-
2022-07-21 04:53, flood,41
2022-07-21 06:50, slack,-
2022-07-21 08:21, ebb,-25
2022-07-21 11:08, slack,-
2022-07-21 17:29, flood,42
2022-07-21 19:26, slack,-
2022-07-21 21:15, ebb,-24
2022-07-21 22:27, ebb,-24
2022-07-21 23:44, slack,-
2022-07-22 05:53, flood,40
2022-07-22 07:50, slack,-
2022-07-22 09:21, ebb,-22
2022-07-22 11:56, slack,-
2022-07-22 18:23, flood,40
2022-07-22 20:20, slack,-
2022-07-22 23:33, ebb,-25
2022-07-23 00:44, slack,-
2022-07-23 06:53, flood,39
2022-07-23 08:44, slack,-
2022-07-23 11:39, ebb,-21
2022-07-23 12:44, slack,-
2022-07-23 19:17, flood,38
2022-07-23 21:14, slack,-
2022-07-24 00:21, ebb,-26
2022-07-24 01:32, slack,-
2022-07-24 07:47, flood,40
2022-07-24 09:44, slack,-
2022-07-24 12:27, ebb,-22
2022-07-24 13:32, slack,-
2022-07-24 20:11, flood,37
2022-07-24 22:02, slack,-
2022-07-25 01:09, ebb,-26
2022-07-25 02:26, slack,-
2022-07-25 08:41, flood,42
2022-07-25 10:32, slack,-
2022-07-25 13:03, ebb,-22
2022-07-25 14:20, slack,-
2022-07-25 21:05, flood,36
2022-07-25 22:50, slack,-
2022-07-26 01:51, ebb,-27
2022-07-26 03:08, slack,-
2022-07-26 09:29, flood,43
2022-07-26 11:26, slack,-
2022-07-26 13:27, ebb,-23
2022-07-26 15:08, slack,-
2022-07-26 21:47, flood,36
2022-07-26 23:38, slack,-
2022-07-27 02:27, ebb,-27
2022-07-27 03:56, slack,-
2022-07-27 10:17, flood,43
2022-07-27 12:08, slack,-
2022-07-27 13:51, ebb,-24
2022-07-27 15:50, slack,-
2022-07-27 20:47, flood,36
2022-07-27 22:17, flood,36
2022-07-28 00:14, slack,-
2022-07-28 02:15, ebb,-28
2022-07-28 04:32, slack,-
2022-07-28 10:53, flood,43
2022-07-28 12:50, slack,-
2022-07-28 14:27, ebb,-26
2022-07-28 16:32, slack,-
2022-07-28 21:23, flood,39
2022-07-29 00:56, slack,-
2022-07-29 02:45, ebb,-29
2022-07-29 05:14, slack,-
2022-07-29 11:05, flood,42
2022-07-29 13:32, slack,-
2022-07-29 15:03, ebb,-27
2022-07-29 17:14, slack,-
2022-07-29 21:59, flood,42
2022-07-30 01:38, slack,-
2022-07-30 03:21, ebb,-31
2022-07-30 05:50, slack,-
2022-07-30 10:47, flood,43
2022-07-30 14:14, slack,-
2022-07-30 15:45, ebb,-29
2022-07-30 17:50, slack,-
2022-07-30 22:41, flood,44
2022-07-31 02:14, slack,-
2022-07-31 04:03, ebb,-33
2022-07-31 06:26, slack,-
2022-07-31 11:23, flood,44
2022-07-31 14:50, slack,-
2022-07-31 16:27, ebb,-30
2022-07-31 18:32, slack,-
2022-07-31 23:23, flood,45
2022-08-01 02:56, slack,-
2022-08-01 04:45, ebb,-34
2022-08-01 07:02, slack,-
2022-08-01 11:59, flood,45
2022-08-01 15:32, slack,-
2022-08-01 17:09, ebb,-32
2022-08-01 19:14, slack,-
2022-08-02 00:05, flood,46
2022-08-02 03:32, slack,-
2022-08-02 05:27, ebb,-35
2022-08-02 07:38, slack,-
2022-08-02 12:41, flood,46
2022-08-02 16:14, slack,-
2022-08-02 17:51, ebb,-33
2022-08-02 19:56, slack,-
2022-08-03 00:59, flood,45
2022-08-03 04:20, slack,-
2022-08-03 06:15, ebb,-35
2022-08-03 08:20, slack,-
2022-08-03 13:29, flood,47
2022-08-03 16:50, slack,-
2022-08-03 18:39, ebb,-33
2022-08-03 20:44, slack,-
2022-08-04 01:53, flood,45
2022-08-04 05:08, slack,-
2022-08-04 07:03, ebb,-34
2022-08-04 09:08, slack,-
2022-08-04 14:17, flood,48
2022-08-04 17:38, slack,-
2022-08-04 19:27, ebb,-33
2022-08-04 21:44, slack,-
2022-08-05 02:41, flood,44
2022-08-05 05:56, slack,-
2022-08-05 07:51, ebb,-32
2022-08-05 09:56, slack,-
2022-08-05 15:05, flood,48
2022-08-05 18:26, slack,-
2022-08-05 20:21, ebb,-32
2022-08-05 22:44, slack,-
2022-08-06 03:35, flood,42
2022-08-06 06:56, slack,-
2022-08-06 08:45, ebb,-30
2022-08-06 10:56, slack,-
2022-08-06 15:53, flood,47
2022-08-06 19:20, slack,-
2022-08-06 21:15, ebb,-32
2022-08-06 23:44, slack,-
2022-08-07 04:35, flood,41
2022-08-07 08:02, slack,-
2022-08-07 09:45, ebb,-28
2022-08-07 11:56, slack,-
2022-08-07 16:47, flood,45
2022-08-07 20:20, slack,-
2022-08-07 22:15, ebb,-32
2022-08-08 00:44, slack,-
2022-08-08 05:35, flood,40
2022-08-08 09:08, slack,-
2022-08-08 10:45, ebb,-28
2022-08-08 12:56, slack,-
2022-08-08 17:47, flood,44
2022-08-08 21:26, slack,-
2022-08-08 23:15, ebb,-32
2022-08-09 01:50, slack,-
2022-08-09 06:47, flood,40
2022-08-09 10:14, slack,-
2022-08-09 11:45, ebb,-28
2022-08-09 13:56, slack,-
2022-08-09 18:53, flood,44
2022-08-09 22:26, slack,-
2022-08-10 00:15, ebb,-33
2022-08-10 02:44, slack,-
2022-08-10 08:59, flood,44
2022-08-10 11:14, slack,-
2022-08-10 12:45, ebb,-30
2022-08-10 14:56, slack,-
2022-08-10 20:05, flood,45
2022-08-10 23:26, slack,-
2022-08-11 01:09, ebb,-34
2022-08-11 03:44, slack,-
2022-08-11 10:05, flood,50
2022-08-11 12:08, slack,-
2022-08-11 13:45, ebb,-31
2022-08-11 15:50, slack,-
2022-08-11 21:47, flood,48
2022-08-12 00:20, slack,-
2022-08-12 02:09, ebb,-35
2022-08-12 04:38, slack,-
2022-08-12 10:59, flood,54
2022-08-12 13:02, slack,-
2022-08-12 14:39, ebb,-32
2022-08-12 16:50, slack,-
2022-08-12 22:47, flood,51
2022-08-13 01:14, slack,-
2022-08-13 03:03, ebb,-36
2022-08-13 05:32, slack,-
2022-08-13 11:47, flood,55
2022-08-13 13:50, slack,-
2022-08-13 15:33, ebb,-33
2022-08-13 17:44, slack,-
2022-08-13 23:47, flood,51
2022-08-14 02:08, slack,-
2022-08-14 03:51, ebb,-36
2022-08-14 06:20, slack,-
2022-08-14 12:41, flood,54
2022-08-14 14:44, slack,-
2022-08-14 16:21, ebb,-33
2022-08-14 18:32, slack,-
2022-08-15 00:47, flood,50
2022-08-15 02:56, slack,-
2022-08-15 04:39, ebb,-35
2022-08-15 07:08, slack,-
2022-08-15 13:35, flood,53
2022-08-15 15:32, slack,-
2022-08-15 17:09, ebb,-32
2022-08-15 19:26, slack,-
2022-08-16 01:41, flood,48
2022-08-16 03:50, slack,-
2022-08-16 05:27, ebb,-33
2022-08-16 07:56, slack,-
2022-08-16 14:23, flood,50
2022-08-16 16:20, slack,-
2022-08-16 17:57, ebb,-30
2022-08-16 20:20, slack,-
2022-08-17 02:41, flood,46
2022-08-17 04:38, slack,-
2022-08-17 06:15, ebb,-30
2022-08-17 08:44, slack,-
2022-08-17 15:11, flood,46
2022-08-17 17:14, slack,-
2022-08-17 18:45, ebb,-28
2022-08-17 21:20, slack,-
2022-08-18 03:29, flood,42
2022-08-18 05:32, slack,-
2022-08-18 07:03, ebb,-27
2022-08-18 09:38, slack,-
2022-08-18 16:05, flood,41
2022-08-18 18:02, slack,-
2022-08-18 19:33, ebb,-26
2022-08-18 22:20, slack,-
2022-08-19 04:29, flood,39
2022-08-19 06:26, slack,-
2022-08-19 07:51, ebb,-24
2022-08-19 10:32, slack,-
2022-08-19 16:59, flood,37
2022-08-19 18:50, slack,-
2022-08-19 20:27, ebb,-23
2022-08-19 23:20, slack,-
2022-08-20 05:23, flood,37
2022-08-20 07:20, slack,-
2022-08-20 08:45, ebb,-21
2022-08-20 11:26, slack,-
2022-08-20 17:53, flood,34
2022-08-20 19:44, slack,-
2022-08-20 23:09, ebb,-22
2022-08-21 00:14, slack,-
2022-08-21 06:23, flood,36
2022-08-21 08:14, slack,-
2022-08-21 09:45, ebb,-19
2022-08-21 12:14, slack,-
2022-08-21 18:47, flood,32
2022-08-21 20:38, slack,-
2022-08-21 23:57, ebb,-23
2022-08-22 01:02, slack,-
2022-08-22 07:17, flood,37
2022-08-22 09:14, slack,-
2022-08-22 12:03, ebb,-20
2022-08-22 13:08, slack,-
2022-08-22 19:41, flood,31
2022-08-22 21:32, slack,-
2022-08-23 00:45, ebb,-24
2022-08-23 01:56, slack,-
2022-08-23 08:11, flood,38
2022-08-23 10:02, slack,-
2022-08-23 12:45, ebb,-21
2022-08-23 13:50, slack,-
2022-08-23 18:35, flood,30
2022-08-23 20:29, flood,32
2022-08-23 22:20, slack,-
2022-08-24 01:27, ebb,-25
2022-08-24 02:38, slack,-
2022-08-24 08:59, flood,39
2022-08-24 10:50, slack,-
2022-08-24 12:45, ebb,-22
2022-08-24 14:38, slack,-
2022-08-24 19:17, flood,33
2022-08-24 21:11, flood,33
2022-08-24 23:02, slack,-
2022-08-25 01:15, ebb,-25
2022-08-25 03:20, slack,-
2022-08-25 09:41, flood,40
2022-08-25 11:38, slack,-
2022-08-25 13:15, ebb,-24
2022-08-25 15:20, slack,-
2022-08-25 20:05, flood,37
2022-08-25 23:44, slack,-
2022-08-26 01:33, ebb,-27
2022-08-26 04:02, slack,-
2022-08-26 10:11, flood,40
2022-08-26 12:20, slack,-
2022-08-26 13:51, ebb,-26
2022-08-26 16:02, slack,-
2022-08-26 20:47, flood,41
2022-08-27 00:26, slack,-
2022-08-27 02:09, ebb,-30
2022-08-27 04:38, slack,-
2022-08-27 09:47, flood,42
2022-08-27 12:56, slack,-
2022-08-27 14:33, ebb,-29
2022-08-27 16:44, slack,-
2022-08-27 21:29, flood,45
2022-08-28 01:02, slack,-
2022-08-28 02:51, ebb,-32
2022-08-28 05:14, slack,-
2022-08-28 10:11, flood,46
2022-08-28 13:38, slack,-
2022-08-28 15:15, ebb,-31
2022-08-28 17:20, slack,-
2022-08-28 22:11, flood,48
2022-08-29 01:44, slack,-
2022-08-29 03:33, ebb,-35
2022-08-29 05:50, slack,-
2022-08-29 10:41, flood,48
2022-08-29 14:14, slack,-
2022-08-29 15:57, ebb,-33
2022-08-29 18:02, slack,-
2022-08-29 22:53, flood,50
2022-08-30 02:26, slack,-
2022-08-30 04:15, ebb,-36
2022-08-30 06:26, slack,-
2022-08-30 11:23, flood,50
2022-08-30 14:56, slack,-
2022-08-30 16:39, ebb,-35
2022-08-30 18:38, slack,-
2022-08-30 23:41, flood,50
2022-08-31 03:08, slack,-
2022-08-31 05:03, ebb,-37
2022-08-31 07:02, slack,-
2022-08-31 12:05, flood,51
2022-08-31 15:38, slack,-
2022-08-31 17:27, ebb,-36
2022-08-31 19:26, slack,-
2022-09-01 00:29, flood,48
2022-09-01 03:50, slack,-
2022-09-01 05:45, ebb,-37
2022-09-01 07:44, slack,-
2022-09-01 12:53, flood,50
2022-09-01 16:20, slack,-
2022-09-01 18:15, ebb,-36
2022-09-01 20:14, slack,-
2022-09-02 01:23, flood,46
2022-09-02 04:44, slack,-
2022-09-02 06:33, ebb,-35
2022-09-02 08:26, slack,-
2022-09-02 13:47, flood,49
2022-09-02 17:08, slack,-
2022-09-02 19:03, ebb,-36
2022-09-02 21:14, slack,-
2022-09-03 02:23, flood,44
2022-09-03 05:38, slack,-
2022-09-03 07:27, ebb,-33
2022-09-03 09:26, slack,-
2022-09-03 14:35, flood,47
2022-09-03 18:02, slack,-
2022-09-03 19:51, ebb,-34
2022-09-03 22:20, slack,-
2022-09-04 03:17, flood,42
2022-09-04 06:38, slack,-
2022-09-04 08:21, ebb,-30
2022-09-04 10:32, slack,-
2022-09-04 15:35, flood,45
2022-09-04 18:56, slack,-
2022-09-04 20:45, ebb,-32
2022-09-04 23:26, slack,-
2022-09-05 04:23, flood,40
2022-09-05 07:44, slack,-
2022-09-05 09:21, ebb,-27
2022-09-05 11:38, slack,-
2022-09-05 16:29, flood,43
2022-09-05 20:02, slack,-
2022-09-05 21:51, ebb,-30
2022-09-06 00:32, slack,-
2022-09-06 05:35, flood,39
2022-09-06 08:50, slack,-
2022-09-06 10:27, ebb,-26
2022-09-06 12:44, slack,-
2022-09-06 17:35, flood,42
2022-09-06 21:08, slack,-
2022-09-06 22:57, ebb,-30
2022-09-07 01:32, slack,-
2022-09-07 07:41, flood,41
2022-09-07 09:56, slack,-
2022-09-07 11:33, ebb,-27
2022-09-07 13:44, slack,-
2022-09-07 18:53, flood,42
2022-09-07 22:14, slack,-
2022-09-07 23:57, ebb,-31
2022-09-08 02:32, slack,-
2022-09-08 08:53, flood,47
2022-09-08 10:56, slack,-
2022-09-08 12:33, ebb,-29
2022-09-08 14:44, slack,-
2022-09-08 20:59, flood,46
2022-09-08 23:14, slack,-
2022-09-09 00:57, ebb,-32
2022-09-09 03:26, slack,-
2022-09-09 09:53, flood,53
2022-09-09 11:50, slack,-
2022-09-09 13:33, ebb,-31
2022-09-09 15:38, slack,-
2022-09-09 21:59, flood,51
2022-09-10 00:08, slack,-
2022-09-10 01:57, ebb,-34
2022-09-10 04:20, slack,-
2022-09-10 10:41, flood,56
2022-09-10 12:38, slack,-
2022-09-10 14:33, ebb,-32
2022-09-10 16:32, slack,-
2022-09-10 22:47, flood,54
2022-09-11 00:56, slack,-
2022-09-11 02:45, ebb,-34
2022-09-11 05:08, slack,-
2022-09-11 11:29, flood,57
2022-09-11 13:32, slack,-
2022-09-11 15:21, ebb,-33
2022-09-11 17:26, slack,-
2022-09-11 23:41, flood,54
2022-09-12 01:50, slack,-
2022-09-12 03:33, ebb,-34
2022-09-12 05:56, slack,-
2022-09-12 12:17, flood,55
2022-09-12 14:20, slack,-
2022-09-12 16:09, ebb,-33
